pmid,title,year,journal,pmc_id
31346158,"Glucocorticoid-induced leucine zipper ""quantifies"" stressors and increases male susceptibility to PTSD.",2019,Translational psychiatry,PMC6658561
31446381,The PPM1F gene moderates the association between PTSD and cortical thickness.,2019,Journal of affective disorders,PMC6791735
31488341,Altered amygdala subregion-related circuits in treatment-naïve post-traumatic stress disorder comorbid with major depressive disorder.,2019,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,PMC7434633
31586023,Clinical and neural responses to cognitive behavioral therapy for functional tremor.,2019,Neurology,PMC6946484
31615590,Inflammation and depressive phenotypes: evidence from medical records from over 12 000 patients and brain morphology.,2020,Psychological medicine,PMC7160032
31624305,Elevated perceived threat is associated with reduced hippocampal volume in combat veterans.,2019,Scientific reports,PMC6797706
31644424,Electric field causes volumetric changes in the human brain.,2019,eLife,PMC6874416
31928949,Magnetoencephalographic Correlates of Suicidal Ideation in Major Depression.,2020,Biological psychiatry. Cognitive neuroscience and neuroimaging,PMC7064429
31930959,High Behavioral Sensitivity to Carbon Dioxide Associates with Enhanced Fear Memory and Altered Forebrain Neuronal Activation.,2020,Neuroscience,PMC8418542
31958212,Neural responses to social evaluative threat in the absence of negative investigator feedback and provoked performance failures.,2020,Human brain mapping,PMC7268032
32063560,Brain-derived neurotrophic factor association with amygdala response in major depressive disorder.,2020,Journal of affective disorders,PMC8020847
32098947,"Stress, inflammation and hippocampal subfields in depression: A 7 Tesla MRI Study.",2020,Translational psychiatry,PMC7042360
32211762,Epigenetic Modifications of GABAergic Interneurons Contribute to Deficits in Adult Hippocampus Neurogenesis and Depression-Like Behavior in Prenatally Stressed Mice.,2020,The international journal of neuropsychopharmacology,PMC7177164
32243859,Stress Disrupts Human Hippocampal-Prefrontal Function during Prospective Spatial Navigation and Hinders Flexible Behavior.,2020,Current biology : CB,PMC7331937
32305039,"Associations between different dimensions of prenatal distress, neonatal hippocampal connectivity, and infant memory.",2020,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,PMC7297970
32306485,Neural function during emotion processing and modulation associated with treatment response in a randomized clinical trial for posttraumatic stress disorder.,2020,Depression and anxiety,PMC8010611
32353815,Sepsis survivor mice exhibit a behavioral endocrine syndrome with ventral hippocampal dysfunction.,2020,Psychoneuroendocrinology,PMC7845932
32435666,Amygdala functional connectivity in the acute aftermath of trauma prospectively predicts severity of posttraumatic stress symptoms.,2020,Neurobiology of stress,PMC7231977
32440605,Hippocampal Volume in Psychiatric Diagnoses: Should Psychiatry Biomarker Research Account for Comorbidities?,2020,"Chronic stress (Thousand Oaks, Calif.)",PMC7219869
32507508,Diagnostic and Predictive Neuroimaging Biomarkers for Posttraumatic Stress Disorder.,2020,Biological psychiatry. Cognitive neuroscience and neuroimaging,PMC7354213
32524616,Para-limbic Structural Abnormalities Are Associated With Internalizing Symptoms in Children With Prenatal Alcohol Exposure.,2020,"Alcoholism, clinical and experimental research",PMC7484415
32525273,Multi-voxel pattern analysis of amygdala functional connectivity at rest predicts variability in posttraumatic stress severity.,2020,Brain and behavior,PMC7428479
32553377,Smaller left hippocampal subfield CA1 volume is associated with reported childhood physical and/or sexual abuse in major depression: A pilot study.,2020,Journal of affective disorders,PMC13108372
32623140,Emotion self-regulation training in major depressive disorder using simultaneous real-time fMRI and EEG neurofeedback.,2020,NeuroImage. Clinical,PMC7334611
32643841,How do substance use disorders compare to other psychiatric conditions on structural brain abnormalities? A cross-disorder meta-analytic comparison using the ENIGMA consortium findings.,2022,Human brain mapping,PMC8675406
32690671,Posttraumatic Stress Disorder Is Associated with α Dysrhythmia across the Visual Cortex and the Default Mode Network.,2020,eNeuro,PMC7405069
32747631,Volumetric changes in subcortical structures following repeated ketamine treatment in patients with major depressive disorder: a longitudinal analysis.,2020,Translational psychiatry,PMC7400625
32750139,"Resting-State Function Connectivity Associated With Being a ""Morning-Type"" Dementia Caregiver and Having Lower Depression Symptom Severity.",2021,"The journals of gerontology. Series B, Psychological sciences and social sciences",PMC8200349
32778662,Increased persistence of avoidance behaviour and social deficits with L.rhamnosus JB-1 or selective serotonin reuptake inhibitor treatment following social defeat.,2020,Scientific reports,PMC7417579
32807799,The association of PTSD symptom severity with amygdala nuclei volumes in traumatized youths.,2020,Translational psychiatry,PMC7431855
33000367,"Violence exposure, affective style, and stress-induced changes in resting state functional connectivity.",2020,"Cognitive, affective & behavioral neuroscience",PMC7718383
33057046,Impaired left amygdala resting state functional connectivity in subthreshold depression individuals.,2020,Scientific reports,PMC7560839
33261695,Childhood trauma moderates morphometric associations between orbitofrontal cortex and amygdala: implications for pathological personality traits.,2022,Psychological medicine,PMC8319917
33296139,Structural abnormalities of cingulate cortex in patients with first-episode drug-naïve schizophrenia comorbid with depressive symptoms.,2021,Human brain mapping,PMC7978138
33315100,Hippocampal subfield alterations in pediatric patients with post-traumatic stress disorder.,2021,Social cognitive and affective neuroscience,PMC7943370
33316764,"Reduced anxiety and changes in amygdala network properties in adolescents with training for awareness, resilience, and action (TARA).",2021,NeuroImage. Clinical,PMC7735968
33327969,Socioeconomic deprivation in early life and symptoms of depression and anxiety in young adulthood: mediating role of hippocampal connectivity.,2022,Psychological medicine,PMC9647532
33328539,"Brain structural network alterations related to serum cortisol levels in drug-naïve, first-episode major depressive disorder patients: a source-based morphometric study.",2020,Scientific reports,PMC7745014
33348179,Hippocampal subregion volume in high-risk offspring is associated with increases in depressive symptoms across the transition to adolescence.,2021,Journal of affective disorders,PMC7856102
33395974,Rt-fMRI neurofeedback-guided cognitive reappraisal training modulates amygdala responsivity in posttraumatic stress disorder,2020,NeuroImage. Clinical,PMC7689411
33403669,Exploring valence bias as a metric for frontoamygdalar connectivity and depressive symptoms in childhood.,2021,Developmental psychobiology,PMC8255333
33432545,Effects of unilateral tDCS over left prefrontal cortex on emotion regulation in depression: Evidence from concurrent functional magnetic resonance imaging.,2021,"Cognitive, affective & behavioral neuroscience",PMC8572372
33517107,"Longitudinal changes in amygdala, hippocampus and cortisol development following early caregiving adversity.",2021,Developmental cognitive neuroscience,PMC7848778
33570244,"Subcortical volumes across the lifespan: Data from 18,605 healthy individuals aged 3-90 years.",2022,Human brain mapping,PMC8675429
33615622,Individual differences in interoceptive accuracy and prediction error in motor functional neurological disorders: A DTI study.,2021,Human brain mapping,PMC7927304
33745487,Prefrontal cortex and amygdala anatomy in youth with persistent levels of harsh parenting practices and subclinical anxiety symptoms over time during childhood.,2022,Development and psychopathology,PMC11784656
33819532,Hippocampal activation during contextual fear inhibition related to resilience in the early aftermath of trauma.,2021,Behavioural brain research,PMC8128041
33903597,The brain at war: effects of stress on brain structure in soldiers deployed to a war zone.,2021,Translational psychiatry,PMC8076198
33904978,Hostility in medication-resistant major depression and comorbid generalized anxiety disorder is related to increased hippocampal-amygdala 5-HT<sub>2A</sub> receptor density.,2021,European archives of psychiatry and clinical neuroscience,PMC8429407
33926595,Resting-state connectivity subtype of comorbid PTSD and alcohol use disorder moderates improvement from integrated prolonged exposure therapy in Veterans.,2023,Psychological medicine,PMC10880798
33940974,Dysfunctional energy metabolisms in fibromyalgia compared with healthy subjects.,2021,Molecular pain,PMC8113919
33962164,Gray matter volume correlates of adolescent posttraumatic stress disorder: A comparison of manual intervention and automated segmentation in FreeSurfer.,2021,Psychiatry research. Neuroimaging,PMC8205994
34035803,Potential Alterations of Functional Connectivity Analysis in the Patients with Chronic Prostatitis/Chronic Pelvic Pain Syndrome.,2021,Neural plasticity,PMC8121565
34074266,"Altered spontaneous neural activity in the precuneus, middle and superior frontal gyri, and hippocampus in college students with subclinical depression.",2021,BMC psychiatry,PMC8167968
34089276,Depression is associated with hippocampal volume loss in adults with HIV.,2021,Human brain mapping,PMC8288081
34174690,"Same salience, different consequences: Disturbed inter-network connectivity during a social oddball paradigm in major depressive disorder.",2021,NeuroImage. Clinical,PMC8234357
34285348,Post-traumatic stress symptoms in COVID-19 survivors: a self-report and brain imaging follow-up study.,2021,Molecular psychiatry,PMC8290134
34304036,Thalamic volume and fear extinction interact to predict acute posttraumatic stress severity.,2021,Journal of psychiatric research,PMC8513112
34455213,Effects of intranasal oxytocin on threat- and reward-related functional connectivity in men and women with and without childhood abuse-related PTSD.,2021,Psychiatry research. Neuroimaging,PMC8572525
34480013,Neural correlates of emotional reactivity and regulation in traumatized North Korean refugees.,2021,Translational psychiatry,PMC8417257
34486502,Multimodal assessment of sustained threat in adolescents with nonsuicidal self-injury,2021,Development and psychopathology,PMC8898324
34567441,"Association between childhood trauma and brain anatomy in women with post-traumatic stress disorder, women with borderline personality disorder, and healthy women.",2021,European journal of psychotraumatology,PMC8462923
34812558,Mild early-life stress exaggerates the impact of acute stress on corticolimbic resting-state functional connectivity.,2022,The European journal of neuroscience,PMC9299814
34916497,Trauma and posttraumatic stress disorder modulate polygenic predictors of hippocampal and amygdala volume,2021,Translational psychiatry,PMC8677780
35013110,Sex-specific neural responses to acute psychosocial stress in depression.,2022,Translational psychiatry,PMC8748634
35027443,"Investigating structural subdivisions of the anterior cingulate cortex in schizophrenia, with implications for treatment resistance and glutamatergic levels.",2022,Journal of psychiatry & neuroscience : JPN,PMC8842685
35072718,Racial Discrimination and Resting-State Functional Connectivity of Salience Network Nodes in Trauma-Exposed Black Adults in the United States,2022,JAMA network open,PMC8787596
35156124,Neural correlates of negative emotion processing in subthreshold depression.,2022,Social cognitive and affective neuroscience,PMC9250298
35217366,Neutrophil to lymphocyte ratio is a transdiagnostic biomarker of depression and structural and functional brain alterations in older adults.,2022,Journal of neuroimmunology,PMC11092564
35272095,Intrinsic Connectivity and Family Dynamics: Striatolimbic Markers of Risk and Resilience in Youth at Familial Risk for Mood Disorders.,2022,Biological psychiatry. Cognitive neuroscience and neuroimaging,PMC9452604
35535862,"Correlation between intestinal microbiotal imbalance and 5-HT metabolism, immune inflammation in chronic unpredictable mild stress male rats.",2022,"Genes, brain, and behavior",PMC9744555
35589678,Altered hippocampus and amygdala subregion connectome hierarchy in major depressive disorder.,2022,Translational psychiatry,PMC9120054
35657301,Altered motivation of effortful decision-making for self and others in subthreshold depression.,2022,Depression and anxiety,PMC9543190
35691252,Shared Transdiagnostic Neuroanatomical Signatures Across First-episode Patients with Major Psychiatric Diseases and Individuals at Familial Risk.,2022,NeuroImage. Clinical,PMC9194955
35728922,Identifying common and distinct subcortical volumetric abnormalities in 3 major psychiatric disorders: a single-site analysis of 640 participants.,2022,Journal of psychiatry & neuroscience : JPN,PMC9343126
35772683,"Inflammation, amygdala-ventromedial prefrontal functional connectivity and symptoms of anxiety and PTSD in African American women recruited from an inner-city hospital: Preliminary results.",2022,"Brain, behavior, and immunity",PMC11041384
35806185,The Role of Microglia in the (Mal)adaptive Response to Traumatic Experience in an Animal Model of PTSD.,2022,International journal of molecular sciences,PMC9266429
35871353,Reduced Hippocampal and Anterior Cingulate Expression of Antioxidant Enzymes and Membrane Progesterone Receptors in Alzheimer's Disease with Depression.,2022,Journal of Alzheimer's disease : JAD,PMC10041688
35936944,Neuroimaging Correlates of Treatment Response with Psychedelics in Major Depressive Disorder: A Systematic Review.,2022,"Chronic stress (Thousand Oaks, Calif.)",PMC9350516
35980777,Prefrontal Cortex Volume Mediates the Relationship Between Lifetime Chronic Stressor Exposure and Cognition in People Living With and Without HIV.,2022,Psychosomatic medicine,PMC9553266
36001327,Functional Connectivity of the Nucleus Accumbens and Changes in Appetite in Patients With Depression.,2022,JAMA psychiatry,PMC9403857
36001419,Cortical thickness and related depressive symptoms in early abstinence from chronic methamphetamine use,2022,Addiction biology,PMC9413352
36030219,Brain structural correlates of recurrence following the first episode in patients with major depressive disorder.,2022,Translational psychiatry,PMC9420111
36088843,Associations of depression and regional brain structure across the adult lifespan: Pooled analyses of six population-based and two clinical cohort studies in the European Lifebrain consortium.,2022,NeuroImage. Clinical,PMC9467888
36114591,"The relationship between chronic PTSD, cortical volumetry and white matter microstructure among Australian combat veterans.",2022,Military Medical Research,PMC9482182
36173403,Investigation of Neurofunctional Changes Over the Course of Electroconvulsive Therapy.,2023,The international journal of neuropsychopharmacology,PMC9850659
36257119,Decreased reward circuit connectivity during reward anticipation in major depression.,2022,NeuroImage. Clinical,PMC9668633
36296987,Neuronal Nitric Oxide Synthase Regulates Depression-like Behaviors in Shortening-Induced Obese Mice.,2022,Nutrients,PMC9609729
36349877,Sex-based variations of prefrontal structure and longitudinal symptoms in pediatric posttraumatic stress disorder.,2022,Depression and anxiety,PMC9762118
36451372,Aberrant static and dynamic functional connectivity of amygdala subregions in patients with major depressive disorder and childhood maltreatment.,2022,NeuroImage. Clinical,PMC9668673
36482694,Influences of resting-state intrinsic functional brain connectivity on the antidepressant treatment response in late-life depression,2023,Psychological medicine,PMC10250562
36495626,"Hippocampal subfields, daily stressors, and resting cortisol in individuals at clinical high-risk for psychosis.",2023,Psychoneuroendocrinology,PMC9898196
36725899,"Structural inequities contribute to racial/ethnic differences in neurophysiological tone, but not threat reactivity, after trauma exposure.",2023,Molecular psychiatry,PMC10615735
36803969,Disrupted dynamic functional connectivity of hippocampal subregions mediated the slowed information processing speed in late-life depression.,2023,Psychological medicine,PMC10600940
36843572,Nicotine Use and Metabotropic Glutamate Receptor 5 in Individuals With Major Depressive and Posttraumatic Stress Disorders.,2023,"Chronic stress (Thousand Oaks, Calif.)",PMC9943964
36880638,Tensorial independent component analysis reveals social and reward networks associated with major depressive disorder.,2023,Human brain mapping,PMC10089091
36949685,[Anatomic Abnormalities of Hippocampal Subfields in First-Episode Drug-Naïve Schizophrenia and Major Depressive Disorder: A Structural MRI Comparative Study].,2023,Sichuan da xue xue bao. Yi xue ban = Journal of Sichuan University. Medical science edition,PMC10409160
37068311,Electroconvulsive therapy induces remodeling of hippocampal co-activation with the default mode network in patients with depression.,2023,NeuroImage. Clinical,PMC10130338
37076616,Effects of acute stress and depression on functional connectivity between prefrontal cortex and the amygdala.,2023,Molecular psychiatry,PMC11887625
37091700,Severity related neuroanatomical and spontaneous functional activity alteration in adolescents with major depressive disorder.,2023,Frontiers in psychiatry,PMC10113492
37146439,Neural response to stress differs by sex in young adulthood.,2023,Psychiatry research. Neuroimaging,PMC10247431
37160577,Maternal Childhood Abuse Versus Neglect Associated with Differential Patterns of Infant Brain Development.,2023,Research on child and adolescent psychopathology,PMC10661793
37263267,Orbitofrontal cortex-hippocampus potentiation mediates relief for depression: A randomized double-blind trial and TMS-EEG study.,2023,Cell reports. Medicine,PMC10313932
37318808,"A Cognitive Biotype of Depression and Symptoms, Behavior Measures, Neural Circuits, and Differential Treatment Outcomes: A Prespecified Secondary Analysis of a Randomized Clinical Trial.",2023,JAMA network open,PMC10273022
37339817,Real-time functional magnetic resonance imaging neurofeedback training of amygdala upregulation increases affective flexibility in depression.,2023,Journal of psychiatry & neuroscience : JPN,PMC10281719
37672593,Depression recurrence is accompanied by longer periods in default mode and more frequent attentional and reward processing dynamic brain-states during resting-state activity,2023,Human brain mapping,PMC10619399
37688552,Compressed primary-to-transmodal gradient is accompanied with subcortical alterations and linked to neurotransmitters and cellular signatures in major depressive disorder.,2023,Human brain mapping,PMC10619397
37818587,Atypical Interpersonal Problem-Solving and Resting-state Functional Connectivity in Adolescents with Maltreatment Experience.,2024,Current neuropharmacology,PMC10788892
37852590,Heightened neural activity and functional connectivity responses to social rejection in female adolescents at risk for depression: Testing the Social Signal Transduction Theory of Depression.,2024,Journal of affective disorders,PMC11121539
38039780,Effects of Cortisol Administration on Resting-State Functional Connectivity in Women with Depression.,2024,Psychiatry research. Neuroimaging,PMC10843737
38170304,Atrophy patterns in hippocampus and amygdala subregions of depressed patients with Parkinson's disease.,2024,Brain imaging and behavior,PMC11222218
38470418,Reconfiguration of Structural and Functional Connectivity Coupling in Patient Subgroups With Adolescent Depression.,2024,JAMA network open,PMC10933730
38485934,Preliminary evidence for preserved synaptic density in late-life depression.,2024,Translational psychiatry,PMC10940592
38580625,Low Functional network integrity in cognitively unimpaired and MCI subjects with depressive symptoms: results from a multi-center fMRI study.,2024,Translational psychiatry,PMC10997664
38711213,White matter integrity of right frontostriatal circuit predicts internet addiction severity among internet gamers.,2024,Addiction biology,PMC11074389
38802508,Disease-specific alterations in central fear network engagement during acquisition and extinction of conditioned interoceptive fear in inflammatory bowel disease.,2024,Molecular psychiatry,PMC11541002
38870601,Familial risk for depression moderates neural circuitry in healthy preadolescents to predict adolescent depression symptoms in the Adolescent Brain Cognitive Development (ABCD) Study.,2024,Developmental cognitive neuroscience,PMC11225685
38909414,Neurodevelopmental signature of a transcriptome-based polygenic risk score for depression.,2024,Psychiatry research,PMC11440511
38940908,Involvement of dysregulated hippocampal histone H3K9 methylation at the promoter of the BDNF gene in impaired memory extinction.,2024,Psychopharmacology,PMC11513706
39169008,Investigating the bed nucleus of the stria terminalis as a predictor of posttraumatic stress disorder in Black Americans and the moderating effects of racial discrimination.,2024,Translational psychiatry,PMC11339439
39187192,"The unique face of comorbid anxiety and depression: Increased frontal, insula and cingulate cortex response during Pavlovian fear-conditioning.",2024,Journal of affective disorders,PMC11481760
39196261,Differential increase of hippocampal subfield volume after socio-affective mental training relates to reductions in diurnal cortisol.,2024,eLife,PMC11357357
39232415,Aberrant high-beta band functional connectivity during reward processing in melancholic major depressive disorder: An MEG study.,2024,NeuroImage. Clinical,PMC11404173
39297976,Alterations of perfusion and functional connectivity of the cingulate motor area are associated with psychomotor retardation in major depressive disorder.,2025,European archives of psychiatry and clinical neuroscience,PMC12149263
39368629,Developmental Differences in a Hippocampal-Cingulate Pathway Involved in Learned Safety Following Interpersonal Trauma Exposure.,2025,Journal of the American Academy of Child and Adolescent Psychiatry,PMC11965437
39487398,Alterations of subcortical structure volume in pediatric bipolar disorder patients with manic or depressive first-episode.,2024,BMC psychiatry,PMC11531125
39581384,Estradiol modulates resting-state connectivity in perimenopausal depression.,2025,Journal of affective disorders,PMC12035911
39670994,Changes in hippocampal volume and affective functioning after a moderate intensity running intervention.,2024,Brain structure & function,PMC11645311
39681629,Electroconvulsive therapy-specific volume changes in nuclei of the amygdala and their relationship to long-term anxiety improvement in depression.,2025,Molecular psychiatry,PMC12092276
39705315,SKA2 enhances stress-related glucocorticoid receptor signaling through FKBP4-FKBP5 interactions in neurons.,2024,Proceedings of the National Academy of Sciences of the United States of America,PMC11670087
39711016,"Perineuronal Nets in Syrian Hamsters: Anatomical Localization, Sex Differences, Diurnal Variation, and Response to Social Stress.",2024,Brain and behavior,PMC11664038
39738361,Impact of post-traumatic stress disorder on epileptogenic networks: a functional connectivity study.,2024,Scientific reports,PMC11685526
39753729,Differential gray matter correlates and machine learning prediction of abuse and internalizing psychopathology in adolescent females.,2025,Scientific reports,PMC11698963
39921150,Regional brain structural alterations in reward and salience networks in asthma.,2025,"Brain, behavior, and immunity",PMC12003077
39948408,Magnetic resonance imaging signatures of neuroinflammation in major depressive disorder with religious and spiritual problems.,2025,Scientific reports,PMC11825903
40249013,Chronic Stress May Amplify Gender/Sex Differences in Amygdala Reactivity to Ambiguous Emotional Stimuli.,2025,Stress and health : journal of the International Society for the Investigation of Stress,PMC12007074
40261001,Hippocampal connectivity changes after traumatic memory reactivation with propranolol for posttraumatic stress disorder: a randomized fMRI study.,2025,European journal of psychotraumatology,PMC12016248
40274783,Brain connectivity and transcriptional changes induced by rTMS in first-episode major depressive disorder.,2025,Translational psychiatry,PMC12022310
40348822,Somatosensory and prefrontal cortex activity relates to emotional outcomes and hair cortisol concentration in chronic postsurgical pain.,2025,Scientific reports,PMC12065869
40398928,Hippocampal and amygdala subfield volumes in obsessive-compulsive disorder by medication status.,2025,Journal of psychiatry & neuroscience : JPN,PMC12114122
40455869,Modelling fragile X-associated neuropsychiatric disorders in young inducible 90CGG premutation mice.,2025,Brain : a journal of neurology,PMC12404715
40495283,"Emotion anticipation and processing in depression: Behavioral, neural, and physiological reactivity.",2025,European psychiatry : the journal of the Association of European Psychiatrists,PMC12188339
40550956,Fatty acid amide hydrolase in major depressive episodes: A [<sup>11</sup>C]CURB positron emission tomography study.,2025,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,PMC12339711
40597888,"Hippocampus alterations in post-traumatic stress disorder among survivors of the consecutive Kahramanmaraş (Turkey) earthquakes in February 6, 2023: earthquake brain at the end of the first year",2025,BMC psychiatry,PMC12220645
40671512,Amygdala-Ventral Striatum Functional Connectivity Underlies Craving in Gambling Disorder: A Mediating Role of Depressive Symptoms.,2025,Addiction biology,PMC12268111
40692500,A whole-brain voxel-based analysis of structural abnormalities in PTSD: An ENIGMA-PGC study.,2025,European psychiatry : the journal of the Association of European Psychiatrists,PMC12344465
40847007,"Predictive value of subgenual cingulate normative connectivity to TMS treatment site for antidepressant response in routine clinical practice: a prospective, multisite cohort study.",2026,Molecular psychiatry,PMC13123512
40891026,The Role of the Complement C3-Hippocampus Pathway in Relation With Mood Symptoms in Offspring of Parents With Bipolar Disorder.,2025,Bipolar disorders,PMC12483309
40926657,Smaller hippocampal tail volume is associated with plasma CCL11 levels in patients with major depressive disorder.,2025,Psychological medicine,PMC13040599
40959147,The Underlying Mechanisms of Comorbid Anxiety and Depression Among Young Women: Evidence From Brain Structure and Hormone.,2025,Depression and anxiety,PMC12436020
40966302,Reward network mechanism in anhedonia and depression.,2025,PloS one,PMC12445566
40999237,Reversible modulation of a deep white matter surgical target for depression with low-intensity focused ultrasound.,2026,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,PMC12803698
41017263,Motor circuits and beyond: Functional connectivity related to psychomotor syndromes in depression.,2025,Psychological medicine,PMC12527541
41030130,Defining the contributions of tau pathology in the amygdala to increasing depressive symptoms in aging.,2025,Alzheimer's & dementia : the journal of the Alzheimer's Association,PMC12484709
41034507,"Hippocampal SGK1 promotes vulnerability to depression: the role of early life adversity, stress, and genetic risk.",2025,Molecular psychiatry,PMC12602343
41052973,Role of the rostral anterior cingulate cortex in emotion processing in Treatment Resistant Depression.,2025,Translational psychiatry,PMC12500956
41053435,Cortical 5-HT<sub>2A</sub> receptors in depression and suicide: a systematic review and meta-analysis of in vivo and post-mortem imaging studies.,2025,Molecular psychiatry,PMC12602341
41083956,Brain structural and functional aberrant of hippocampal subregions was associated with somatic depression.,2025,BMC psychiatry,PMC12519868
41109521,TMS-induced modulation of brain networks and its associations to rTMS treatment for depression: a concurrent fMRI-EEG-TMS study.,2025,Brain stimulation,PMC12716231
41173853,The association between gut microbiota and functional connectivity in cognitive impairment of first-episode major depressive disorder.,2025,Translational psychiatry,PMC12579243
41266337,Chronic administration of isotretinoin induces depressive- and anxiety-like behaviors by altering the neuroactive ligand-receptor interaction pathway in adolescent mice.,2025,Translational psychiatry,PMC12808720
41332348,Differential brain regional activity and connectivity of anterior cingulate cortex between major depressive disorder with and without suicidal ideation under resting state.,2025,Psychological medicine,PMC13058635
41387341,Self-Processing Circuits Among Depressed Youth After Amygdala Neurofeedback Cued to the Self-Face.,2025,Journal of neuroscience research,PMC12700847
41398163,Symptom-specific alterations in subregional intrinsic connectivity of anterior cingulate cortex in major depressive disorder.,2025,Translational psychiatry,PMC12783760
41425658,Study on the Changes of Brain Function in Adolescents With Pain-Depression Comorbidity Based on rs-FMRI.,2025,Depression and anxiety,PMC12714116
41457178,"Structural covariance, regional topology, and volumetric aspects of amygdala subnuclei in posttraumatic stress disorder using ultra-high field imaging.",2026,Molecular psychiatry,PMC13099380
41478464,Effects of Dopaminergic Therapy with Levodopa (L-DOPA) on Fear and Anxiety-Related Circuits and Symptoms in Patients with Depression and Higher Inflammation,2026,"Brain, behavior, and immunity",PMC12987699
41480821,Abnormal Resting-State Functional Connectivity Between the Dorsal Anterior Cingulate Cortex and the Limbic System Contributes to Pain and Emotion Regulation Impairment in Fibromyalgia Patients.,2026,International journal of rheumatic diseases,PMC12757978
41611638,Association between brain volume and depression in Alzheimer's disease: Neuroimaging insights.,2026,Alzheimer's & dementia : the journal of the Alzheimer's Association,PMC12854940
41691280,"The impact of predator stress on electroshock seizure threshold: insights into GABAergic, glutamatergic, and serotonergic pathways in mice.",2026,Behavioral and brain functions : BBF,PMC13011472
41764177,"Early abstinence in severe alcohol use disorder: MCP-1 decline, choroid plexus shrinkage, and region-specific grey-matter volume changes.",2026,Translational psychiatry,PMC13002915
41898673,Kappa-Opioid Receptor Antagonism Prolongs the Antidepressant Effects of Ketamine in Adult Mice with Depression-like Behavior Induced by Adolescent Chronic Unpredictable Stress.,2026,International journal of molecular sciences,PMC13026322
42046888,Distinct and common subcortical functional connectivity revealed across three major psychiatric disorders.,2026,Psychological medicine,PMC13125929
42083449,Objective sleep efficiency links to cortisol stress recovery via dorsolateral prefrontal-hippocampal regulation.,2026,Psychological medicine,PMC13161799
